交易所简码,股票代码,实际控制人,实际控制人控股比例
SH,603029,山东省供销合作社联合社,
SH,603030,朱斌,24.62
SH,603031,"王文娟,袁永刚",
SH,603032,胡成中,
SH,603033,"叶继跃,张桂玉",42.69
SH,603035,"王卫清,常熟春秋企业管理咨询有限公司,罗小春",28.63
SH,603036,,
SH,603037,"侯瑞宏,杨颖韬,杨建刚,侯振坤",26.5129
SH,603038,"谭洪汝,谢劭庄",41.93
SH,603039,韦利东,32.95
SH,603040,"胡欣,徐纳",2.59
SH,603041,黄冠雄,
SH,603042,胥爱民,22.98
SH,603043,广州市人民政府国有资产监督管理委员会,
SH,603045,王达武,26.34
SH,603048,"俞黎明,郑晓敏",
SH,603050,张成锁,11.0671
SH,603051,"韩丽娜,汪加胜",43.65
SH,603052,"施惠庆,朱春华",69.62
SH,603053,成都市国有资产监督管理委员会,
SH,603055,"施清岛,施秀幼",6.47
SH,603056,"JD.com, Inc.",
SH,603057,"邓惠玲,钟勤沁,钟勤川,钟怀军,戈吴超",36.49
SH,603058,"邓代兴,邓维加",10.83
SH,603059,张文生,62.97
SH,603060,中国建材集团有限公司,
SH,603061,"崔学峰,龙波",23.1
SH,603063,韩玉,
SH,603065,"王小红,项瞻波",9.49
SH,603066,景德镇市国有资产监督管理委员会,
SH,603067,蔡再华,37.16
SH,603068,"Dawei Guo,Pengfei Zhang",
SH,603069,海南省政府国有资产监督管理委员会,
SH,603070,"林道益,木信德,木晓东,木林森",8.73
SH,603071,浙江省人民政府国有资产监督管理委员会,
SH,603073,"施建明,施屹",54.6599
SH,603076,"黄粤宁,赖云来",20.97
SH,603077,贺正刚,4.67
SH,603078,淄博市财政局,
SH,603079,洪爱,
SH,603080,赵安林,33.09
SH,603081,"丰华,王小红,丰嘉敏,丰嘉隆",32.93
SH,603083,Gerald G Wong,
SH,603085,"陈邦锐,许筱荷",4.27
SH,603086,王现全,33.16
SH,603087,甘忠如,31.32
SH,603088,宁波市人民政府国有资产监督管理委员会,
SH,603089,"郑连平,郑念辉,郑连松",21.24
SH,603090,"钮法清,钮玉霞",50.32
SH,603093,东阳市横店社团经济企业联合会,
SH,603095,"韩明海,王伟良,王君垚,孙文娟,孙建萍,孙剑华,马红光",36.69
SH,603096,"陈李平,陈明俊",57.52
SH,603097,张孝金,52.5
SH,603098,"李桂茹,刘爱森",25.1
SH,603099,吉林省长白山保护开发区管理委员会国有资产监督管理委员会,
SH,603100,重庆市国有资产监督管理委员会,
SH,603101,潘锦海,58.4
SH,603102,刘新力,40.94
SH,603103,东阳市横店社团经济企业联合会,
SH,603105,"张利忠,张震豪,张文娟",20.61
SH,603106,江浩然,0.66
SH,603108,杭州市拱墅区人民政府,
SH,603109,艾纯,35.09
SH,603110,许广彬,29.9
SH,603111,,
SH,603112,"王春翔,王渊,王晶",
SH,603113,"秦庆平,王咏梅",39.11
SH,603115,"施克俭,严季新",
SH,603116,钱金波,9.78
SH,603117,樊继波,
SH,603118,,
SH,603121,吴怀磊,7.29
SH,603122,,
SH,603123,北京市海淀区国有资产监督管理委员会,
SH,603125,"金连琴,孙杰,孙秋新",63.88
SH,603126,国务院国有资产监督管理委员会,
SH,603127,"冯宇霞,周志文",33.47
SH,603128,国务院国有资产监督管理委员会,
SH,603129,赖国贵,
SH,603130,叶福忠,43.94
SH,603131,"缪莉萍,舒振宇,舒宏瑞",49.31
SH,603132,李明,
SH,603133,徐世中,23.84
SH,603135,"谷峰兰,马冰冰",59.8224
SH,603136,孟广才,26.13
SH,603137,"周祖庆,周祖伟",54.48
SH,603138,"陈志敏,朱华威",47.33
SH,603139,王延岭,6.66
SH,603150,时乾中,37.39
SH,603151,王由成,0.93
SH,603153,上海市国有资产监督管理委员会,
SH,603155,"初琳,初亚军",47.52
SH,603156,姚奎章,21.15
SH,603158,"董晓燕,蒋学真",0.25
SH,603159,孙林,
SH,603160,张帆,45.04
SH,603161,"陈洪民,陈小科",34.97
SH,603162,曾而斌,59.4609
SH,603163,,
SH,603165,"冯荣华,张云芳",42.18
SH,603166,黎福超,3.71
SH,603167,辽宁省人民政府国有资产监督管理委员会,
SH,603168,"林弘立,林弘远",0.76
SH,603169,甘肃省国有资产监督管理委员会,
SH,603170,"胡珊,周琦,沈淋涛,马驹",17.73
SH,603171,张镇潮,22.74
SH,603172,"俞啸天,俞杏英",11.25
SH,603173,"葛浩华,葛浩俊,葛水福",5.75
SH,603176,"张籍文,张忠山,张忠强,张中奎",57.96
SH,603177,"黄浙燕,金猛",
SH,603178,"陈雅卿,罗玉龙,罗力成",3.81
SH,603179,"唐敖齐,唐志华",11.08
SH,603180,"潘孝贞,温建怀",18.68
SH,603181,"马荣芬,王伟松",23
SH,603182,"高泽林,张效伟,吴洪祥,李广庆,贾辉,黄瑞华",38.32
SH,603183,"黄春生,吴小翔,王惠明",18.33
SH,603185,"董锡兴,杨昊,杨建良,李晓东,杭虹",50.52
SH,603186,汪力成,
SH,603187,邵伟,19.87
SH,603188,"许小初,许芸霞",0.23
SH,603189,蒋宏业,35.39
SH,603190,"焦显阳,焦扬帆,焦召明",61.42
SH,603191,"杨耀,杨泽民,杨秦,秦惠兰",38.65
SH,603192,"钱建中,颜群",22.5
SH,603195,"阮立平,阮学平",32.24
SH,603196,"曲江亭,王卫东",11.63
SH,603197,"陈洪凌,张祖秋,宋瑾",27.79
SH,603198,倪永培,0.2
SH,603199,安徽省人民政府国有资产监督管理委员会,
SH,603200,"翁晖岚,王炜",45.22
SH,603201,JUN JI,23.2
SH,603203,"金春,戚国强",8.53
SH,603206,"秦卫忠,宗琰",59.19
SH,603208,吴水根,29.08
SH,603209,"陈其德,陈兴明,陈其龙,陈其凤",34.56
SH,603211,"张东,何文英",23.1
SH,603212,"吴平平,吴小平",
SH,603213,浙江省交通投资集团有限公司,55.62
SH,603214,"莫锐强,施琼",34.93
SH,603215,闻继望,
SH,603216,"范小珍,余静渊",5.93
SH,603217,刘修华,57.67
SH,603218,傅明康,25.28
SH,603219,王跃旦,26.56
SH,603220,"李六兵,梅漫",31.55
SH,603221,"侯福妹,宋正兴,宋锦程",5.02
SH,603222,"别涌,张雪琴,田云飞,李仙玉,李丽莎,李慧慧",15.02
SH,603223,龙口市东江街道南山村村民委员会,
SH,603225,"屈凤琪,庄耀中,庄奎龙",28.72
SH,603226,丁福如,
SH,603227,新疆维吾尔自治区人民政府国有资产监督管理委员会,
SH,603228,"黄小芬,卓军,刘绍柏",0.14
SH,603229,郑志国,50.64
SH,603230,内蒙古自治区人民政府,
SH,603232,"孔令钢,陆海天",21.13
SH,603233,"柯金龙,柯云峰,柯康保",57.11
SH,603235,"许江南,许晶",60.01
SH,603236,钱鹏鹤,22.74
SH,603237,"厉建平,厉昊嘉",
SH,603238,任建华,
SH,603239,台州市人民政府国有资产监督管理委员会,
SH,603255,张再明,9
SH,603256,"Grace Tsu Han Wong,王文洋",
SH,603258,"陈芳,胡玉彪,胡建平",29.5764
SH,603259,"Ge Li(李革),张朝晖,刘晓钟,Ning Zhao(赵宁)",
SH,603260,"罗燚,罗烨栋,罗立国",32.35
SH,603261,刘随阳,62.93
SH,603266,"胡建立,张秀君",
SH,603267,"郑红,郑小丹",31.77
SH,603268,"陈建华,范红卫",
SH,603269,"金敖大,吴祝平",25.64
SH,603272,卜晓华,40.53
SH,603277,周俊杰,50.14
SH,603278,"窦宝森,窦勇",59.79
SH,603279,"姜桂廷,宋桂花",13.5674
SH,603280,"陈桂华,方庆熙,方凯",60.91
SH,603281,"甘俊,甘书官",15.56
SH,603282,"陈国华,陈静波",36.24
SH,603283,"曾慧,孙丰",44.134
SH,603286,"陆鹏,是蓉珠",44.48
SH,603288,"陈军阳,吴振兴,庞康,黄文彪,程雪",13.74
SH,603289,"何英,郑建国",11.87
SH,603290,"胡畏,沈华",
SH,603291,"晋琰,俞伟景",
SH,603297,"曹其东,曹志欣,曹袁丽萍",
SH,603298,仇建平,
SH,603299,江苏省人民政府国有资产监督管理委员会,
SH,603300,胡丹锋,12.14
SH,603301,"鲁建国,沈振芳",4.96
SH,603303,东阳市横店社团经济企业联合会,
SH,603305,徐旭东,12.41
SH,603306,"林晖,袁晋清",
SH,603307,林明稳,41.23
SH,603308,杜应流,1.6
SH,603309,向彬,
SH,603311,"丁宏广,丁梅英",0.29
SH,603313,倪张根,38.6
SH,603315,吕世平,
SH,603316,方利强,34.62
SH,603317,"邓文,唐璐",68.17
SH,603318,山东省人民政府国有资产监督管理委员会,
SH,603319,许仲秋,19.54
SH,603320,"吴建荣,吴储正",16.5
SH,603321,"钱雪根,钱雪林",62.19
SH,603322,梁建华,26.81
SH,603323,,
SH,603324,"汪哲,张伟明",60.77
SH,603326,"汪春俊,NINA YANTI MIAO",64.12
SH,603327,福建省人民政府国有资产监督管理委员会,
SH,603328,四川省绵阳市国有资产管理委员会,
SH,603329,孙望平,
SH,603330,李哲龙,26.41
SH,603331,"阮吉林,张启春,张启斌,施小友",27.21
SH,603332,"席文杰,席靓",6.36
SH,603333,李广胜,14.11
SH,603335,"Sindy Yi Min Zhao,赵瑞贞,罗洁",
SH,603336,"黄俊辉,郑幼文",48.54
SH,603337,"胡彩芳,阮积祥,阮积明,阮福德",7.73
SH,603338,许树根,45.53
SH,603339,黄杰,40.27
SH,603345,章高路,
SH,603348,"唐杰邦,唐杰雄",22.76
SH,603351,"陈新国,吴仁荣,高正松",34.51
SH,603353,"赵忠,晏喜明,赵尊铭",21.65
SH,603355,倪祖根,15.97
SH,603356,"黄超,马息萍,黄业华",29.91
SH,603357,安徽省国资委,
SH,603358,陈竞宏,50.8675
SH,603359,"浦建芬,席晓燕,席惠明,席晨超,谈劭旸",48.11
SH,603360,刘宪武,
SH,603363,吴有林,12.11
SH,603365,"李来斌,谢秋花,李裕陆,李裕高",15.05
SH,603366,徐新建,1.21
SH,603367,杜振新,0.39
SH,603368,朱朝阳,27.89
SH,603369,江苏省涟水县人民政府,
SH,603377,徐雄,6.9
SH,603378,李金钟,6.27
SH,603379,"胡荣达,胡淇翔",54.82
SH,603380,"钱小洁,钱新栋",36.9
SH,603383,严孟宇,20.95
SH,603385,"董化忠,王彦伟,王彦庆,王惠文",31.25
SH,603386,叶晓彬,
SH,603387,苏恩本,39.77
SH,603388,祝昌人,21.05
SH,603389,"高伟,户美云,高银楠",
SH,603390,"陈丽娜,邢映彪",62.49
SH,603392,钟睒睒,17.65
SH,603393,明再远,41.07
SH,603396,"李义升,杨延",45.66
SH,603398,廖志远,
SH,603399,郑永刚,
SH,603408,"吕理镇,林瑶欣,林瑶俐,林瑶瑄,林绍明,李相如,吕学燕,文国良,文馨,文羽菁,周芯妤,周武忠,周政宏,朱玉娇,范资里",0.02
SH,603416,李新,23.1
SH,603421,"王建华,曾繁忆",50.16
SH,603429,徐善水,41.05
SH,603439,张海,46.03
SH,603444,卢竑岩,30.1
SH,603456,"花轩德,花晓慧,花莉蓉",3.55
SH,603458,,
SH,603466,"李晖,辛浩鹰",47.817
SH,603477,贺正刚,4.19
SH,603486,"David Cheng Qian,钱东奇",0.1
SH,603488,"李国祥,王林江",
SH,603489,王清华,40.4
SH,603496,"胡德勇,王翔,沈振宇",27.97
SH,603499,董建军,34.14
SH,603500,"范淑贞,鲍晓华,汤友钱,汤啸,汤文鸣,汤秋娟,汤娇",48.7079
SH,603501,虞仁荣,30.27
SH,603505,王锦华,1.65
SH,603506,韩芳,21.48
SH,603507,"卜春华,胡震",22.92
SH,603508,"郭洁,王卫平,李欣",45.72
SH,603511,张荣明,40.83
SH,603515,"马秀慧,王耀海",33.84
SH,603516,何仕达,26.92
SH,603517,戴文军,
SH,603518,"宋艳俊,王致勤",33.26
SH,603519,卢凤仙,25.92
SH,603520,"胡健,胡锦生",36.53
SH,603527,"封全虎,周丽",35.95
SH,603528,章安强,
SH,603529,"张格格,张剑",68.77
SH,603530,"马斌,陈小琴",19.588
SH,603533,"成湘均,张凌云",43.93
SH,603535,"段容文,黄艳婷,黄艳芸,黄平",59.02
SH,603536,"惠增玉,赵宏宇",20.79
SH,603538,姚成志,5.66
SH,603551,"Fang James,方胜康",0.2386
SH,603555,李志华,
SH,603556,周良璋,2.26
SH,603557,陈丽红,
SH,603558,张茂义,34.68
SH,603559,"李春田,孟奇,王锦,王世超,张利岩,张秋明,张显坤",9.31
SH,603565,卢宗俊,
SH,603566,张许科,30.97
SH,603567,方同华,
SH,603568,"朱善玉,朱善银,王素勤,项光明",19.25
SH,603569,"薄世久,李桂屏",
SH,603577,韩敬远,
SH,603578,"杨阿永,杨敏",56.61
SH,603579,"林光荣,林琪",40.29
SH,603580,"蔡瑞美,涂木林",66.94
SH,603583,胡仁昌,27.42
SH,603585,缪金凤,40
SH,603586,孙忠义,9.84
SH,603587,马瑞敏,53.88
SH,603588,李卫国,17.27
SH,603589,"刘安省,徐进",29.92
SH,603590,"刘建华,王锡娟",31.74
SH,603595,"沈晓宇,沈新芳",48.9
SH,603596,"袁永彬(YUAN,YONGBIN)",19.18
SH,603598,"罗衍记,蒋丽",44.68
SH,603599,"赵启荣,黄金祥",3.052
SH,603600,"尚巍巍,张加勇",7.06
SH,603601,郭茂,36.42
SH,603602,苏维锋,30.55
SH,603603,赵笠钧,
SH,603605,"方爱琴,侯军呈",34.45
SH,603606,"夏崇耀,袁黎雨",7.76
SH,603607,孙建成,12.52
SH,603608,李林,0.99
SH,603609,金卫东,16.27
SH,603610,"唐国海,唐颖",18.14
SH,603611,丁毅,27.16
SH,603612,郎光辉,21.72
SH,603613,"钱晓钧,刘泉",34.47
SH,603615,"陈福生,林世福,陈明生,陈葵生,陈冠宇",61.19
SH,603616,北京市房山区韩村河镇韩村河村经济合作社,
SH,603617,"陈惠菊,张君波,张阿华",3.52
SH,603618,孙庆炎,1.93
SH,603619,"李玉池,朱逢学",10.51
SH,603626,"王冬梅,徐金根",35.39
SH,603628,HONG DANIEL,29.81
SH,603629,"邵培生,史旭平,邵树伟,邵秋萍",48.97
SH,603630,"澳洲万达国际有限公司,吴桂谦,吴滨华",60.21
SH,603633,方培教,17.17
SH,603636,吴志雄,40.48
SH,603637,余姚市国有资产管理办公室,
SH,603638,"宋宇轩,冯晓鸿,宋飞",42.11
SH,603639,"葛家成,张爱英,葛尧伦",59.37
SH,603648,上海市浦东新区国有资产监督管理委员会,25.3
SH,603650,"Liu Dong Sheng,Zhang Ning",0.19
SH,603655,"范小凤,戚建国",53.77
SH,603656,许大红,30.72
SH,603657,"陈弘旋,张春霞,陈正明,陈凯",15.31
SH,603658,苗拥军,
SH,603659,梁丰,26.36
SH,603660,陈冬根,26.27
SH,603661,王江林,59.44
SH,603662,柯建东,44.63
SH,603663,"卢庄司,夏鹏,吴世平",1.79
SH,603665,"张惠莉,张间芳,张家地",30.33
SH,603666,朱付云,29.49
SH,603667,"俞越蕾,张峰",25.59
SH,603668,陈庆堂,19.99
SH,603669,"陶灵刚,陶灵萍",7.6723
SH,603676,张勇,12.27
SH,603677,宁波市人民政府国有资产监督管理委员会,
SH,603678,"蔡劲军,蔡明通",41.69
SH,603679,"梁熹,梁钰祥,王绍蓉",35.49
SH,603680,"戈建鸣,俞金坤",58.39
SH,603681,"郭雪燕,吕新民",48.66
SH,603682,郁敏珺,
SH,603683,"周晓东,周晓南",54
SH,603685,"何文健,魏新娟",
SH,603686,张桂丰,18.47
SH,603687,"方聪艺,方吾校,方能斌",
SH,603688,陈士斌,27.55
SH,603689,安徽省人民政府国有资产监督管理委员会,
SH,603690,蒋渊,22.01
SH,603693,江苏省人民政府,
SH,603696,林肖芳,47.69
SH,603697,"鹿新,赵英,鹿有忠",67.23
SH,603698,中国航天科技集团有限公司,
SH,603699,"程章文,席超,王保庆,陆斌",64.92
SH,603700,"王开拓,赵绍满,张世豪,张琳,徐云,王宗辉",39.7
SH,603701,宁波市镇海区国有资产管理服务中心,
SH,603703,"徐凤娟,叶利明",14.81
SH,603706,"李明,李伟伟",39.73
SH,603707,"丁莹,谢菊华,唐咏群",46.97
SH,603708,王培桓,
SH,603709,"胡林福,曹勇",29.25
SH,603711,"蒋建琪,陆家华",64.2116
SH,603712,天津市人民政府国有资产监督管理委员会,
SH,603713,"李仁莉,慎蕾,陈银河",38.61
SH,603716,温伟,4.73
SH,603717,"罗卫国,史东伟",31.57
SH,603718,张海明,1.94
SH,603719,"潘继红,张国强,杨银芬,杨红春",
SH,603721,长沙市人民政府国有资产监督管理委员会,
SH,603722,朱学军,24.92
SH,603725,吴启超,30.37
SH,603726,"干玲娟,高炎康,高文铭",54.87
SH,603727,彭文成,
SH,603728,"常建鸣,傅磊",
SH,603729,"段佩璋,方小琴",29.82
SH,603730,"姜明,姜银台",23.82
SH,603733,"王敏良,王明龙,王敏岚,王敏文,王敏强",1.42
SH,603737,洪杰,67.02
SH,603738,"王丹,喻信辉,喻信东,喻慧玲",27.9
SH,603739,"黄炳亮,张效成",
SH,603755,张华君,
SH,603757,"韩元富,徐伟建,王国良,韩元再,韩元平",63.25
SH,603758,YUANMING TANG,65.63
SH,603759,费功全,1.03
SH,603766,涂建华,
SH,603767,吴良行,6.83
SH,603768,"吴应宏,朱慧娟",43.5
SH,603773,易伟华,34.15
SH,603776,孙继胜,34.13
SH,603777,"施辉,郁瑞芬,施永雷",4.41
SH,603778,"回全福,杨静",19.91
SH,603779,,
SH,603786,"柯炳华,柯桂华",9.52
SH,603787,"陈玉英,张崇舜",55.3
SH,603788,"钱高法,钱国耀,钱国年",13.65
SH,603789,,
SH,603790,"郑怡华,顾喆栋,谢兵",60.13
SH,603797,"黄建勲,黄振达,黄婉茹",
SH,603798,朱振华,
SH,603799,陈雪华,6.88
SH,603800,赵伟斌,
SH,603801,"许帮顺,孙志勇",41.11
SH,603803,"李月杰,朱春城",17.82
SH,603806,林建华,13.46
SH,603808,"胡咏梅,夏国新",0.37
SH,603809,"向朝东,向星星,向朝明",28.49
SH,603810,"殷平,殷凤山",46.81
SH,603811,颜贻意,23.58
SH,603813,余军,
SH,603815,俞发祥,2.54
SH,603816,"顾江生,王火仙,顾玉华",
SH,603817,福州市人民政府国有资产监督管理委员会,
SH,603818,"赵瑞海,赵瑞宾",43.3
SH,603819,陈忠渭,30.7
SH,603822,沈健,
SH,603823,陈立荣,2.83
SH,603825,苏同,26.21
SH,603826,谢秉昆,48.95
SH,603828,"顾佳,顾益明,顾龙棣",8.17
SH,603829,"陈明,臧文明,汤其敏,谈行,谈建平",
SH,603833,姚良松,66.19
SH,603836,唐海,26.43
SH,603838,黄建平,7.4
SH,603839,郑安政,37.78
SH,603843,"金生光,李建莉,金生辉",30.08
SH,603848,"沈汉标,王妙玉",83.18
SH,603855,胡志荣,35.16
SH,603856,倪立营,12.15
SH,603858,赵涛(ZHAO TAO),
SH,603859,"赵岚,祖军",26.56
SH,603860,交通运输部公路科学研究所,
SH,603861,"胡合意,胡明森,胡明光,胡明高,胡明聪",66.08
SH,603863,王壮鹏,25.84
SH,603866,"盛雅莉,吴志刚,吴学群,吴学亮,吴学东",56.58
SH,603867,,
SH,603868,李丐腾,9
SH,603869,王玉锁,
SH,603871,"韩景华,孟联",20.22
SH,603876,"周贤海,王小丽",11.22
SH,603877,"张江波,张江平",5.46
SH,603878,"顾坚勤,朱琦,朱国良,沈卫强",33.86
SH,603879,陈翔,
SH,603880,李平,40.63
SH,603881,上海市静安区国有资产监督管理委员会,
SH,603882,梁耀铭,15.88
SH,603883,"陈秀兰,谢子龙",1.78
SH,603885,王均金,
SH,603886,张秀琬,
SH,603887,谢晓东,17.87
SH,603888,新华通讯社,51
SH,603889,沈建华,14.5
SH,603890,薛革文,32.89
SH,603893,励民,37.75
SH,603895,"荣俊林,荣青",
SH,603896,"李明焱,朱惠照,李振皓,李振宇",10.22
SH,603897,"顾林祥,沈宝珠",18.75
SH,603898,"沈汉标,王妙玉",67.09
SH,603899,"陈湖文,陈湖雄,陈雪玲",3.81
SH,603900,马峻,24.18
SH,603901,"吕婕,罗邦毅",44.3
SH,603903,,
SH,603906,"石俊峰,朱香兰",41.81
SH,603908,"陆暾峰,陆暾华",
SH,603909,厦门市人民政府国有资产监督管理委员会,
SH,603912,何根林,
SH,603915,"沈惠萍,徐国忠,徐彬",17.59
SH,603916,"刘加平,缪昌文,张建雄",11.15
SH,603917,"蔡振贤,施元直,施良才,施定威,贺朝阳,樊开源,樊开曙",39.83
SH,603918,金国培,18.86
SH,603919,李明,
SH,603920,佘英杰,
SH,603922,海南众德科技有限公司,29.99
SH,603926,"国宁,张婷,张智林",10.24
SH,603927,中国科学院软件研究所,23.45
SH,603928,"曹连英,王泉兴,王进兴,沈根珍",60.02
SH,603929,"姚祖骧,赵玉华",
SH,603931,"蔡江瑞,俞国祥,徐华,蒋慧儿,黄招有,胡永强,陈浙",
SH,603933,杨维坚,
SH,603936,"谢小梅,徐缓",17.2
SH,603937,"蔡红,蔡征国",63.07
SH,603938,孙任靖,39.31
SH,603939,高毅,11.67
SH,603948,"冯语行,赵倩",49.66
SH,603949,"贺财霖,贺群艳,贺频艳",36.08
SH,603950,"李从容,徐能琛,李佐元,李险峰",63.16
SH,603955,"范荷娣,栾剑洪",
SH,603956,"李纪玺,孙海玲",47.72
SH,603958,"陈玉芳,吴珍芳,陈玉珍,陈玉兴,陈玉荣",
SH,603959,"王海荣,王立言",
SH,603960,"陈久康,谈士力",37.54
SH,603963,"尹翠仙,杨清龙,杨君祥",39.2022
SH,603966,"金红萍,陶峰华",36.68
SH,603967,"葛言华,谢立军,李松青",12.51
SH,603968,"丁彩峰,薛金全,帅建新,庆九,钱进,顾清泉",29.3
SH,603969,谢志峰,21.67
SH,603970,中国供销集团有限公司,
SH,603976,"邓秋晗,姜惠,邓勇",24.45
SH,603977,江西省国有资产监督管理委员会,
SH,603978,陈学敏,21.16
SH,603979,"王先成,王慈成,王友成,王意成,王亦成",1.7443
SH,603980,邵伯金,
SH,603982,潘龙泉,
SH,603983,"孙怀庆,王晓蒲",80.71
SH,603985,济宁市人民政府国有资产监督管理委员会,
SH,603986,朱一明,6.86
SH,603987,"张伟,郑爱平,张宪淼",
SH,603988,,
SH,603989,"艾立华,王安安",15.78
SH,603990,绵阳市安州区国有资产监督管理办公室,
SH,603991,王强,
SH,603992,"吴文利,周华松",30.17
SH,603993,于泳,
SH,603995,"曹佩凤,虞纪群",41.36
SH,603997,"王继民,邬碧峰,王义平",
SH,603998,张庆华,35.42
SH,603999,甘肃省人民政府,
SH,605001,"宿青燕,孙继龙,孙汉本",38.3
SH,605003,"马建芬,杨林山",
SH,605005,陈文葆,8.31
SH,605006,山东省人民政府国有资产监督管理委员会,
SH,605007,"林彩玲,赵云福,赵磊,赵晨佳",77.41
SH,605008,陶春风,2.18
SH,605009,"李诗源,朱威莉,李志彪",62.42
SH,605011,杭州市人民政府国有资产监督管理委员会,
SH,605016,"窦宝德,窦光朋",49.74
SH,605018,"王长土,王庆",68.71
SH,605020,"童嘉成,童建国",46.4
SH,605028,"李思铭,李立峰,李春华,周巧娟,郑建红,李象高",7.5
SH,605033,"张秋芳,张通,张少武",55.15
SH,605050,"崔建兵,崔建华",32.41
SH,605055,"傅双利,马颖波",8.17
SH,605056,王来兴,4.29
SH,605058,"陈定红,杨九红",62.97
SH,605060,"孙袁,朱晴华",
SH,605066,高天乐,16.64
SH,605068,庄君新,25.9925
SH,605069,张熠君,18.17
SH,605077,"程新平,余建明,徐小荣,陈德水",31.23
SH,605080,"陈甜敏,夏永辉",
SH,605081,何文辉,22.56
SH,605086,福建省龙岩市人民政府国有资产监督管理委员会,
SH,605088,"Richard Zhou(周隆盛),周家儒,ZHANG Mengli(章孟丽)",31.45
SH,605089,夏靖,54.75
SH,605090,"蔡丽红,张建国",16.59
SH,605098,"李践,赵颖,李维腾",33.36
SH,605099,王强翔,54.65
SH,605100,"CHUI LAP LAM,徐华东",
SH,605108,"吕月珍,沈基水",24.14
SH,605111,朱袁正,30.42
SH,605116,彭志恩,
SH,605117,张和君,24
SH,605118,"吴富宝,吴泓越",
SH,605122,"李德志,张理兰",65.96
SH,605123,"是玉丰,宗丽萍",53.41
SH,605128,"张思成,周建清",47.86
SH,605133,"夏诚亮,朱迎晖,朱华夏",6.96
SH,605136,黄韬,33.46
SH,605138,徐磊,
SH,605151,"卜晓明,吴建良,宋建明,江华,戴华淼,陈德兴,曹抗美",44.38
SH,605155,"柳庆华,王月红",61.4
SH,605158,"邵明祥,邵升龙",5.63
SH,605162,"谢百军,谢迅",
SH,605166,傅昌宝,4.75
SH,605167,"沈斌强,沈翾",1.67
SH,605168,"崔蕾,钱俊冬",16.8
SH,605169,"刘洪兵,谭素清",53.03
SH,605177,"池骋,池正明",48.33
SH,605178,宫殿海,37.45
SH,605179,"李红艳,朱明春,朱立群,朱立科,李美香",38.8
SH,605180,"蒋生华,王明珍,蒋瑜慧",49.88
SH,605183,"陈小燕,阙伟东",3.23
SH,605186,"戴建伟,孙冬",42
SH,605188,"胡春香,蒋淑兰,胡智敏,胡志超,胡金根",35.5
SH,605189,"何壁宇,俞世奇,何璧颖,何培富",56.41
SH,605196,"张宝龙,张文勇,张文东,张书军",34.59
SH,605198,"王安,王萌",
SH,605199,"刘景萍,汤旭东",2.74
SH,605208,"徐娅芝,周秋玲,徐文磊,徐宏",52.5
SH,605218,渡边庸一,58.53
SH,605222,"周供华,周桂幸,周桂华",62.43
SH,605228,"陈小燕,方立锋",
SH,605255,尤建义,8.95
SH,605258,"张建荣,张南星,张南国,张敏金",52.96
SH,605259,罗昌国,53.51
SH,605266,"蓝波,舒畅",13.95
SH,605268,"陈晓君,王琛,王跃斌",6.66
SH,605277,赵战兵,19.17
SH,605286,"李国平,李铮,李腊琴,李静",61.3
SH,605287,叶德才,28.65
SH,605288,周殊程,21.94
SH,605289,"孙建鸣,孙凯君",21.63
SH,605296,"何宝见,何祖训,何月斌,何乔关",76.59
SH,605298,"刘英,王坚群",70.47
SH,605299,"杨双珠,张维建,张锦鹏",7.52
SH,605300,"柳新荣,唐正青",55.3
SH,605303,吴光洪,
SH,605305,"刘志欣,于海燕",24.31
SH,605318,"沈正华,王雪娟",12.4
SH,605319,"钱金祥,钱犇",36.46
SH,605333,"成三荣,金成成",74.98
SH,605336,"商若云,邵于佶,邵贤庆",23.84
SH,605337,"李国平,王旭斌",26.95
SH,605338,"丁仕梅,刘会平",48.07
SH,605339,"陈飞龙,陈怡文,陈正文,陈飞鹏",
SH,605358,王敏文,17.41
SH,605365,"李江淮,米莉",26.12
SH,605366,"纪金树,杨荣坤,林庆松",0.3009
SH,605368,李新华,6.75
SH,605369,"施慧勇,施依贝",59.67
SH,605376,王利平,
SH,605377,"钭江浩,钭正良",21.12
SH,605378,"陈恩乐,余元康,余谷涌,余谷峰,陈一军,陈科军",75
SH,605388,王均金,24.18
SH,605389,"夏继发,夏泽民",71.92
SH,605398,"孙星炎,孙正晗,孙正暘",40.89
SH,605399,"丁冰,虞丹鹤,梁秋鸿,丁洁,丁建峰",
SH,605488,夏厚君,55.15
SH,605499,林木勤,49.74
SH,605500,"林加连,林启群,林启军,林启法",67.03
SH,605507,"陈晶晶,邱家军",9.82
SH,605555,"黄轼,黄裕昌,张利英",42.35
SH,605566,"李百春,李春卫",13.75
SH,605567,郑维新,7.31
SH,605577,黑龙江出版集团有限公司,57.62
SH,605580,"杜顺仙,余恒,余国旭,余杜康",74.28
SH,605588,张建巍,62.7
SH,605589,"唐地源,唐一林",19.46
SH,605598,"徐士龙,徐望",0.06
SH,605599,北京市西城区人民政府国有资产监督管理委员会,
SH,688001,"陈文源,张茜",14.74
SH,688002,马宏,15.29
SH,688003,徐一华,8.39
SH,688004,"孙传明,郭忠武",24.14
SH,688005,白厚善,0.2
SH,688006,"曹政,曹骥",44.43
SH,688007,李屹,
SH,688008,,
SH,688009,国务院国有资产监督管理委员会,
